subject,opponent,matchup,side2_count,side3_count,tape_runs,tape_mean,tape_min,tape_max,simulation_runs,simulation_mean,simulation_min,simulation_max,absolute_mean_delta,tape_band_error,wrong_stable_winner,unresolved_runs
elite_war_wagon,champion,Elite War Wagon vs Champion,8,21,4,20.10204081632653,9.115646258503402,25.4421768707483,5,18.503401360544217,18.503401360544217,18.503401360544217,1.5986394557823118,0,false,0
elite_war_wagon,elite_elephant,Elite War Wagon vs Elite Battle Elephant,15,13,1,51.73076923076923,51.73076923076923,51.73076923076923,0,,,,,,true,5
elite_war_wagon,heavy_cav_archer,Elite War Wagon vs Heavy Cavalry Archer,14,21,1,-66.67857142857143,-66.67857142857143,-66.67857142857143,5,-54.16428571428571,-56.464285714285715,-52.285714285714285,12.51428571428572,12.51428571428572,false,0
elite_war_wagon,heavy_scorpion,Elite War Wagon vs Heavy Scorpion,15,16,4,-17.545833333333334,-19.033333333333335,-15.716666666666667,5,-27.393333333333334,-31.216666666666665,-24.416666666666668,9.8475,8.36,false,0
elite_war_wagon,paladin,Elite War Wagon vs Paladin,15,17,4,35.44117647058824,30,39.80392156862745,5,-83.33333333333333,-83.33333333333333,-83.33333333333333,118.77450980392157,113.33333333333333,true,0
elite_woad_raider,arbalester,Arbalester vs Elite Woad Raider,21,18,4,-52.142857142857146,-58.095238095238095,-40,5,-28.571428571428573,-28.571428571428573,-28.571428571428573,23.571428571428573,11.428571428571427,false,0
elite_woad_raider,champion,Elite Woad Raider vs Champion,15,21,4,28.656462585034014,11.564625850340136,38.095238095238095,5,29.591836734693878,24.829931972789115,32.6530612244898,0.9353741496598644,0,false,0
elite_woad_raider,elite_elephant,Elite Woad Raider vs Elite Battle Elephant,21,11,1,52.86931818181818,52.86931818181818,52.86931818181818,5,57.99431818181819,54.11931818181818,61.73295454545455,5.125000000000007,5.125000000000007,false,0
elite_woad_raider,heavy_cav_archer,Heavy Cavalry Archer vs Elite Woad Raider,17,21,4,20.33613445378151,12.380952380952381,29.859943977591037,5,-15.729691876750701,-34.411764705882355,19.439775910364144,36.06582633053221,28.110644257703083,true,0
elite_woad_raider,heavy_scorpion,Heavy Scorpion vs Elite Woad Raider,12,21,1,50.42016806722689,50.42016806722689,50.42016806722689,5,54.857142857142854,40.22408963585434,64.92997198879551,4.436974789915965,4.436974789915965,false,0
elite_woad_raider,paladin,Elite Woad Raider vs Paladin,21,13,4,14.655246714070245,-19.327731092436974,42.30769230769231,100,34.617094017094026,10.598290598290598,49.48717948717949,19.96184730302378,0,false,0
warrior_priest,arbalester,Arbalester vs Warrior Priest,21,16,1,-63.80952380952381,-63.80952380952381,-63.80952380952381,5,-56.666666666666664,-56.666666666666664,-56.666666666666664,7.142857142857146,7.142857142857146,false,0
warrior_priest,champion,Warrior Priest vs Champion,14,21,4,41.445578231292515,26.122448979591837,52.244897959183675,5,21.82312925170068,10.816326530612244,37.68707482993197,19.622448979591834,4.299319727891156,false,0
warrior_priest,elite_elephant,Warrior Priest vs Elite Battle Elephant,21,11,1,45.73863636363637,45.73863636363637,45.73863636363637,5,60.710227272727266,58.29545454545455,64.7159090909091,14.9715909090909,14.9715909090909,false,0
warrior_priest,heavy_cav_archer,Heavy Cavalry Archer vs Warrior Priest,18,21,4,-34.72222222222222,-52.083333333333336,-23.61111111111111,5,-47.22222222222222,-51.388888888888886,-39.583333333333336,12.5,0,false,0
warrior_priest,heavy_scorpion,Heavy Scorpion vs Warrior Priest,12,21,1,65.52380952380952,65.52380952380952,65.52380952380952,5,54.994285714285716,51.04761904761905,58.095238095238095,10.529523809523802,10.529523809523802,false,0
warrior_priest,paladin,Warrior Priest vs Paladin,21,14,4,27.18253968253968,14.682539682539682,46.82539682539682,5,33.65079365079366,26.984126984126984,42.46031746031746,6.468253968253979,0,false,0
